subject,predicate,object,evidence_type
Supinator,synergist_of,Biceps Brachii,anatomy_textbook
Brachialis,antagonist_of,Triceps Brachii,anatomy_textbook
Brachioradialis,antagonist_of,Triceps Brachii,anatomy_textbook
Masseter,synergist_of,Lateral Pterygoid,anatomy_textbook
Digastric,antagonist_of,Masseter,anatomy_textbook
Digastric,synergist_of,Mylohyoid,anatomy_textbook
Mylohyoid,synergist_of,Geniohyoid,anatomy_textbook
Sternohyoid,antagonist_of,Stylohyoid,anatomy_textbook
Sternocleidomastoid,synergist_of,Anterior Scalene,anatomy_textbook
Sternocleidomastoid,antagonist_of,Splenius Capitis,anatomy_textbook
Diaphragm,antagonist_of,Rectus abdominis,anatomy_textbook
Diaphragm,synergist_of,External intercostal 1,anatomy_textbook
Rectus abdominis,synergist_of,External oblique,anatomy_textbook
Rectus abdominis,synergist_of,Internal oblique,anatomy_textbook
External oblique,antagonist_of,Iliocostalis Lumborum,anatomy_textbook
Internal oblique,synergist_of,Transversus abdominis,anatomy_textbook
Quadratus lumborum,synergist_of,Iliocostalis Lumborum,anatomy_textbook
Multifidus,synergist_of,Longissimus Thoracis,anatomy_textbook
Iliocostalis Lumborum,synergist_of,Longissimus Thoracis,anatomy_textbook
Iliocostalis Thoracis,synergist_of,Longissimus Thoracis,anatomy_textbook
Splenius Capitis,synergist_of,Semispinalis Capitis,anatomy_textbook
Splenius Cervicis,synergist_of,Semispinalis Cervicis,anatomy_textbook
Longus Colli,synergist_of,Longus Capitis,anatomy_textbook
Longus Colli,antagonist_of,Splenius Cervicis,anatomy_textbook
Anterior Scalene,synergist_of,Middle Scalene,anatomy_textbook
Middle Scalene,synergist_of,Posterior Scalene,anatomy_textbook
Lateral cricoarytenoid,synergist_of,Transversus arytenoid,anatomy_textbook
Posterior cricoarytenoid,antagonist_of,Lateral cricoarytenoid,anatomy_textbook
Cricothryoid,synergist_of,Vocalis,anatomy_textbook
Thyroarytenoid,antagonist_of,Cricothryoid,anatomy_textbook
C3,articulates_with,C2 (Axis),anatomy_textbook
C3,articulates_with,C4,anatomy_textbook
C3,part_of,neck,anatomy_textbook
C4,articulates_with,C3,anatomy_textbook
C4,articulates_with,C5,anatomy_textbook
C4,part_of,neck,anatomy_textbook
C5,articulates_with,C4,anatomy_textbook
C5,articulates_with,C6,anatomy_textbook
C5,part_of,neck,anatomy_textbook
C6,articulates_with,C5,anatomy_textbook
C6,articulates_with,C7,anatomy_textbook
C6,part_of,neck,anatomy_textbook
C7,articulates_with,C6,anatomy_textbook
C7,articulates_with,T1,anatomy_textbook
C7,part_of,neck,anatomy_textbook
T1,articulates_with,C7,anatomy_textbook
T1,articulates_with,T2,anatomy_textbook
T1,part_of,trunk,anatomy_textbook
T2,articulates_with,T1,anatomy_textbook
T2,articulates_with,T3,anatomy_textbook
T2,part_of,trunk,anatomy_textbook
T3,articulates_with,T2,anatomy_textbook
T3,articulates_with,T4,anatomy_textbook
T3,part_of,trunk,anatomy_textbook
T4,articulates_with,T3,anatomy_textbook
T4,articulates_with,T5,anatomy_textbook
T4,part_of,trunk,anatomy_textbook
T5,articulates_with,T4,anatomy_textbook
T5,articulates_with,T6,anatomy_textbook
T5,part_of,trunk,anatomy_textbook
T6,articulates_with,T5,anatomy_textbook
T6,articulates_with,T7,anatomy_textbook
T6,part_of,trunk,anatomy_textbook
T7,articulates_with,T6,anatomy_textbook
T7,articulates_with,T8,anatomy_textbook
T7,part_of,trunk,anatomy_textbook
T8,articulates_with,T7,anatomy_textbook
T8,articulates_with,T9,anatomy_textbook
T8,part_of,trunk,anatomy_textbook
T9,articulates_with,T8,anatomy_textbook
T9,articulates_with,T10,anatomy_textbook
T9,part_of,trunk,anatomy_textbook
T10,articulates_with,T9,anatomy_textbook
T10,articulates_with,T11,anatomy_textbook
T10,part_of,trunk,anatomy_textbook
T11,articulates_with,T10,anatomy_textbook
T11,articulates_with,T12,anatomy_textbook
T11,part_of,trunk,anatomy_textbook
T12,articulates_with,T11,anatomy_textbook
T12,articulates_with,L1,anatomy_textbook
T12,part_of,trunk,anatomy_textbook
L1,articulates_with,T12,anatomy_textbook
L1,articulates_with,L2,anatomy_textbook
L1,part_of,trunk,anatomy_textbook
L2,articulates_with,L1,anatomy_textbook
L2,articulates_with,L3,anatomy_textbook
L2,part_of,trunk,anatomy_textbook
L3,articulates_with,L2,anatomy_textbook
L3,articulates_with,L4,anatomy_textbook
L3,part_of,trunk,anatomy_textbook
L4,articulates_with,L3,anatomy_textbook
L4,articulates_with,L5,anatomy_textbook
L4,part_of,trunk,anatomy_textbook
L5,articulates_with,L4,anatomy_textbook
L5,articulates_with,Sacrum,anatomy_textbook
L5,part_of,trunk,anatomy_textbook
Coccyx,articulates_with,Sacrum,anatomy_textbook
Coccyx,part_of,trunk,anatomy_textbook
Hand Metacarpal 1,articulates_with,Trapezium,anatomy_textbook
Hand Metacarpal 1,articulates_with,Hand Proximal Phalanx 1,anatomy_textbook
Hand Metacarpal 2,articulates_with,Trapezoid,anatomy_textbook
Hand Metacarpal 2,articulates_with,Hand Proximal Phalanx 2,anatomy_textbook
Hand Metacarpal 3,articulates_with,Capitate,anatomy_textbook
Hand Metacarpal 3,articulates_with,Hand Proximal Phalanx 3,anatomy_textbook
Hand Metacarpal 4,articulates_with,Hamate,anatomy_textbook
Hand Metacarpal 4,articulates_with,Hand Proximal Phalanx 4,anatomy_textbook
Hand Metacarpal 5,articulates_with,Hamate,anatomy_textbook
Hand Metacarpal 5,articulates_with,Hand Proximal Phalanx 5,anatomy_textbook
Hand Proximal Phalanx 1,articulates_with,Hand Distal Phalanx 1,anatomy_textbook
Hand Proximal Phalanx 2,articulates_with,Hand Middle Phalanx 2,anatomy_textbook
Hand Proximal Phalanx 3,articulates_with,Hand Middle Phalanx 3,anatomy_textbook
Hand Proximal Phalanx 4,articulates_with,Hand Middle Phalanx 4,anatomy_textbook
Hand Proximal Phalanx 5,articulates_with,Hand Middle Phalanx 5,anatomy_textbook
Hand Middle Phalanx 2,articulates_with,Hand Distal Phalanx 2,anatomy_textbook
Hand Middle Phalanx 3,articulates_with,Hand Distal Phalanx 3,anatomy_textbook
Hand Middle Phalanx 4,articulates_with,Hand Distal Phalanx 4,anatomy_textbook
Hand Middle Phalanx 5,articulates_with,Hand Distal Phalanx 5,anatomy_textbook
Metatarsal 1,articulates_with,Foot Proximal Phalanx 1,anatomy_textbook
Metatarsal 2,articulates_with,Foot Proximal Phalanx 2,anatomy_textbook
Metatarsal 3,articulates_with,Foot Proximal Phalanx 3,anatomy_textbook
Metatarsal 4,articulates_with,Foot Proximal Phalanx 4,anatomy_textbook
Metatarsal 5,articulates_with,Foot Proximal Phalanx 5,anatomy_textbook
Metatarsal 1,articulates_with,Medial Cuneiform 1,anatomy_textbook
Metatarsal 2,articulates_with,Medial Cuneiform 2,anatomy_textbook
Metatarsal 3,articulates_with,Medial Cuneiform 3,anatomy_textbook
Metatarsal 4,articulates_with,Cuboid,anatomy_textbook
Metatarsal 5,articulates_with,Cuboid,anatomy_textbook
Navicular,articulates_with,Medial Cuneiform 1,anatomy_textbook
Navicular,articulates_with,Medial Cuneiform 2,anatomy_textbook
Navicular,articulates_with,Medial Cuneiform 3,anatomy_textbook
Navicular,articulates_with,Cuboid,anatomy_textbook
Navicular,articulates_with,Calcaneus,anatomy_textbook
Cuboid,articulates_with,Calcaneus,anatomy_textbook
Cuboid,articulates_with,Navicular,anatomy_textbook
Foot Proximal Phalanx 1,articulates_with,Foot Distal Phalanx 1 (Hallux),anatomy_textbook
Foot Proximal Phalanx 2,articulates_with,Foot Middle Phalanx 2,anatomy_textbook
Foot Proximal Phalanx 3,articulates_with,Foot Middle Phalanx 3,anatomy_textbook
Foot Proximal Phalanx 4,articulates_with,Foot Middle Phalanx 4,anatomy_textbook
Foot Proximal Phalanx 5,articulates_with,Foot Middle Phalanx 5,anatomy_textbook
Foot Middle Phalanx 2,articulates_with,Foot Distal Phalanx 2,anatomy_textbook
Foot Middle Phalanx 3,articulates_with,Foot Distal Phalanx 3,anatomy_textbook
Foot Middle Phalanx 4,articulates_with,Foot Distal Phalanx 4,anatomy_textbook
Foot Middle Phalanx 5,articulates_with,Foot Distal Phalanx 5,anatomy_textbook
Recurrent Laryngeal Nerve,spinal_level,C5,anatomy_textbook
Recurrent Laryngeal Nerve,spinal_level,C6,anatomy_textbook
Recurrent Laryngeal Nerve,spinal_level,T1,anatomy_textbook
External Laryngeal Nerve,spinal_level,C3,anatomy_textbook
External Laryngeal Nerve,spinal_level,C4,anatomy_textbook
Ansa Cervicalis,spinal_level,C1,anatomy_textbook
Ansa Cervicalis,spinal_level,C2,anatomy_textbook
Ansa Cervicalis,spinal_level,C3,anatomy_textbook
Suboccipital Nerve,spinal_level,C1,anatomy_textbook
Intercostal Nerve T1,spinal_level,T1,anatomy_textbook
Intercostal Nerve T2,spinal_level,T2,anatomy_textbook
Intercostal Nerve T3,spinal_level,T3,anatomy_textbook
Intercostal Nerve T4,spinal_level,T4,anatomy_textbook
Intercostal Nerve T5,spinal_level,T5,anatomy_textbook
Intercostal Nerve T6,spinal_level,T6,anatomy_textbook
Intercostal Nerve T7,spinal_level,T7,anatomy_textbook
Intercostal Nerve T8,spinal_level,T8,anatomy_textbook
Intercostal Nerve T9,spinal_level,T9,anatomy_textbook
Intercostal Nerve T10,spinal_level,T10,anatomy_textbook
Intercostal Nerve T11,spinal_level,T11,anatomy_textbook
Subcostal Nerve,spinal_level,T12,anatomy_textbook
Nerve to Piriformis,spinal_level,S1,anatomy_textbook
Nerve to Piriformis,spinal_level,S2,anatomy_textbook
Nerve to Obturator Internus,spinal_level,L5,anatomy_textbook
Nerve to Obturator Internus,spinal_level,S1,anatomy_textbook
Nerve to Obturator Internus,spinal_level,S2,anatomy_textbook
Nerve to Quadratus Femoris,spinal_level,L4,anatomy_textbook
Nerve to Quadratus Femoris,spinal_level,L5,anatomy_textbook
Nerve to Quadratus Femoris,spinal_level,S1,anatomy_textbook
Semitendinosus,crosses_joint,hip,anatomy_textbook
Semimembranosus,crosses_joint,hip,anatomy_textbook
Semimembranosus,crosses_joint,knee,anatomy_textbook
Biceps Femoris,crosses_joint,hip,anatomy_textbook
Adductor Longus,crosses_joint,hip,anatomy_textbook
Adductor Brevis,crosses_joint,hip,anatomy_textbook
Adductor Magnus,crosses_joint,hip,anatomy_textbook
Gracilis,crosses_joint,knee,anatomy_textbook
Sartorius,crosses_joint,hip,anatomy_textbook
Rectus Femoris,crosses_joint,hip,anatomy_textbook
Vastus Lateralis,crosses_joint,knee,anatomy_textbook
Vastus Intermedius,crosses_joint,knee,anatomy_textbook
Vastus Medialis,crosses_joint,knee,anatomy_textbook
Psoas Major,crosses_joint,hip,anatomy_textbook
Iliacus,crosses_joint,hip,anatomy_textbook
Pectineus,crosses_joint,hip,anatomy_textbook
Gastrocnemius,crosses_joint,ankle,anatomy_textbook
Soleus,crosses_joint,ankle,anatomy_textbook
Plantaris,crosses_joint,ankle,anatomy_textbook
Plantaris,crosses_joint,knee,anatomy_textbook
Popliteus,crosses_joint,knee,anatomy_textbook
Tibialis Posterior,crosses_joint,ankle,anatomy_textbook
Flexor Hallucis Longus,crosses_joint,ankle,anatomy_textbook
Peroneus Longus,crosses_joint,ankle,anatomy_textbook
Peroneus Brevis,crosses_joint,ankle,anatomy_textbook
Tibialis Anterior,crosses_joint,ankle,anatomy_textbook
Extensor Hallucis Longus,crosses_joint,ankle,anatomy_textbook
Extensor Digitorum Longus,crosses_joint,ankle,anatomy_textbook
Peroneus Tertius,crosses_joint,ankle,anatomy_textbook
Coracobrachialis,crosses_joint,shoulder,anatomy_textbook
Biceps Brachii,crosses_joint,elbow,anatomy_textbook
Brachialis,crosses_joint,elbow,anatomy_textbook
Triceps Brachii,crosses_joint,elbow,anatomy_textbook
Triceps Brachii,crosses_joint,shoulder,anatomy_textbook
Anconeus,crosses_joint,elbow,anatomy_textbook
Brachioradialis,crosses_joint,elbow,anatomy_textbook
Pronator Teres,crosses_joint,elbow,anatomy_textbook
Flexor Carpi Radialis,crosses_joint,wrist,anatomy_textbook
Palmaris Longus,crosses_joint,wrist,anatomy_textbook
Flexor Carpi Ulnaris,crosses_joint,wrist,anatomy_textbook
Flexor Digitorum Superficialis,crosses_joint,wrist,anatomy_textbook
Flexor Digitorum Profundus,crosses_joint,wrist,anatomy_textbook
Flexor Pollicis Longus,crosses_joint,wrist,anatomy_textbook
Extensor Carpi Radialis Longus,crosses_joint,wrist,anatomy_textbook
Extensor Carpi Radialis Brevis,crosses_joint,wrist,anatomy_textbook
Extensor Digitorum,crosses_joint,wrist,anatomy_textbook
Extensor Carpi Ulnaris,crosses_joint,wrist,anatomy_textbook
Abductor Pollicis Longus,crosses_joint,wrist,anatomy_textbook
Extensor Pollicis Brevis,crosses_joint,wrist,anatomy_textbook
Extensor Pollicis Longus,crosses_joint,wrist,anatomy_textbook
Extensor Indicis,crosses_joint,wrist,anatomy_textbook
Tensor Fascia Lata,crosses_joint,hip,anatomy_textbook
Gluteus Maximus,crosses_joint,hip,anatomy_textbook
Gluteus Medius,crosses_joint,hip,anatomy_textbook
Gluteus Minimus,crosses_joint,hip,anatomy_textbook
Piriformis,crosses_joint,hip,anatomy_textbook
Superior Gemellus,crosses_joint,hip,anatomy_textbook
Inferior Gemellus,crosses_joint,hip,anatomy_textbook
Obturator Internus,crosses_joint,hip,anatomy_textbook
Quadratus Femoris,crosses_joint,hip,anatomy_textbook
Obturator Externus,crosses_joint,hip,anatomy_textbook
Masseter,crosses_joint,temporomandibular,anatomy_textbook
Medial Pterygoid,crosses_joint,temporomandibular,anatomy_textbook
Lateral Pterygoid,crosses_joint,temporomandibular,anatomy_textbook
Digastric,crosses_joint,temporomandibular,anatomy_textbook
Sternocleidomastoid,crosses_joint,cervical,anatomy_textbook
Splenius Capitis,crosses_joint,cervical,anatomy_textbook
Splenius Cervicis,crosses_joint,cervical,anatomy_textbook
Longus Colli,crosses_joint,cervical,anatomy_textbook
Longus Capitis,crosses_joint,cervical,anatomy_textbook
Anterior Scalene,crosses_joint,cervical,anatomy_textbook
Middle Scalene,crosses_joint,cervical,anatomy_textbook
Posterior Scalene,crosses_joint,cervical,anatomy_textbook
Rectus abdominis,crosses_joint,thoracolumbar,anatomy_textbook
External oblique,crosses_joint,thoracolumbar,anatomy_textbook
Internal oblique,crosses_joint,thoracolumbar,anatomy_textbook
Multifidus,crosses_joint,spinal,anatomy_textbook
Iliocostalis Lumborum,crosses_joint,lumbar,anatomy_textbook
Iliocostalis Thoracis,crosses_joint,thoracic,anatomy_textbook
Iliocostalis Cervicis,crosses_joint,cervical,anatomy_textbook
Longissimus Thoracis,crosses_joint,thoracolumbar,anatomy_textbook
Longissimus Cervicis,crosses_joint,cervical,anatomy_textbook
Longissimus Capitis,crosses_joint,cervical,anatomy_textbook
Spinalis Thoracis,crosses_joint,thoracic,anatomy_textbook
Spinalis Cervicis,crosses_joint,cervical,anatomy_textbook
Spinalis Capitis,crosses_joint,cervical,anatomy_textbook
Semispinalis Thoracis,crosses_joint,thoracic,anatomy_textbook
Semispinalis Cervicis,crosses_joint,cervical,anatomy_textbook
Semispinalis Capitis,crosses_joint,cervical,anatomy_textbook
Diaphragm,crosses_joint,thoracoabdominal,anatomy_textbook
Quadratus lumborum,crosses_joint,lumbar,anatomy_textbook
Psoas Major,crosses_joint,lumbar,anatomy_textbook
Trapezius,crosses_joint,shoulder,anatomy_textbook
Latissimus Dorsi,crosses_joint,shoulder,anatomy_textbook
Pectoralis Major,crosses_joint,shoulder,anatomy_textbook
Serratus Anterior,crosses_joint,shoulder,anatomy_textbook
Levator Scapulae,crosses_joint,shoulder,anatomy_textbook
Rhomboid Major,crosses_joint,shoulder,anatomy_textbook
Rhomboid Minor,crosses_joint,shoulder,anatomy_textbook
Pectoralis Minor,crosses_joint,shoulder,anatomy_textbook
Teres Major,crosses_joint,shoulder,anatomy_textbook
Subscapularis,crosses_joint,shoulder,anatomy_textbook
Infraspinatus,crosses_joint,shoulder,anatomy_textbook
Teres Minor,crosses_joint,shoulder,anatomy_textbook
Supraspinatus,crosses_joint,shoulder,anatomy_textbook
Deltoid,crosses_joint,shoulder,anatomy_textbook
Gastrocnemius,crosses_joint,knee,anatomy_textbook
Flexor Digitorum Longus,crosses_joint,ankle,anatomy_textbook
External intercostal 1,crosses_joint,costovertebral,anatomy_textbook
External intercostal 2,crosses_joint,costovertebral,anatomy_textbook
External intercostal 3,crosses_joint,costovertebral,anatomy_textbook
External intercostal 4,crosses_joint,costovertebral,anatomy_textbook
External intercostal 5,crosses_joint,costovertebral,anatomy_textbook
External intercostal 6,crosses_joint,costovertebral,anatomy_textbook
External intercostal 7,crosses_joint,costovertebral,anatomy_textbook
External intercostal 8,crosses_joint,costovertebral,anatomy_textbook
External intercostal 9,crosses_joint,costovertebral,anatomy_textbook
External intercostal 10,crosses_joint,costovertebral,anatomy_textbook
External intercostal 11,crosses_joint,costovertebral,anatomy_textbook
Internal intercostal 1,crosses_joint,costovertebral,anatomy_textbook
Internal intercostal 2,crosses_joint,costovertebral,anatomy_textbook
Internal intercostal 3,crosses_joint,costovertebral,anatomy_textbook
Internal intercostal 4,crosses_joint,costovertebral,anatomy_textbook
Internal intercostal 5,crosses_joint,costovertebral,anatomy_textbook
Internal intercostal 6,crosses_joint,costovertebral,anatomy_textbook
Internal intercostal 7,crosses_joint,costovertebral,anatomy_textbook
Internal intercostal 8,crosses_joint,costovertebral,anatomy_textbook
Internal intercostal 9,crosses_joint,costovertebral,anatomy_textbook
Internal intercostal 10,crosses_joint,costovertebral,anatomy_textbook
Internal intercostal 11,crosses_joint,costovertebral,anatomy_textbook
Innermost intercostal 1,crosses_joint,costovertebral,anatomy_textbook
Innermost intercostal 2,crosses_joint,costovertebral,anatomy_textbook
Innermost intercostal 3,crosses_joint,costovertebral,anatomy_textbook
Innermost intercostal 4,crosses_joint,costovertebral,anatomy_textbook
Innermost intercostal 5,crosses_joint,costovertebral,anatomy_textbook
Innermost intercostal 6,crosses_joint,costovertebral,anatomy_textbook
Innermost intercostal 7,crosses_joint,costovertebral,anatomy_textbook
Innermost intercostal 8,crosses_joint,costovertebral,anatomy_textbook
Innermost intercostal 9,crosses_joint,costovertebral,anatomy_textbook
Innermost intercostal 10,crosses_joint,costovertebral,anatomy_textbook
Innermost intercostal 11,crosses_joint,costovertebral,anatomy_textbook
Subcostalis 1,crosses_joint,costovertebral,anatomy_textbook
Subcostalis 2,crosses_joint,costovertebral,anatomy_textbook
Subcostalis 3,crosses_joint,costovertebral,anatomy_textbook
Subcostalis 4,crosses_joint,costovertebral,anatomy_textbook
Subcostalis 6,crosses_joint,costovertebral,anatomy_textbook
Cricothryoid,crosses_joint,cricothyroid,anatomy_textbook
Posterior cricoarytenoid,crosses_joint,cricoarytenoid,anatomy_textbook
Lateral cricoarytenoid,crosses_joint,cricoarytenoid,anatomy_textbook
Thyroarytenoid,crosses_joint,cricoarytenoid,anatomy_textbook
Vocalis,crosses_joint,cricoarytenoid,anatomy_textbook
Oblique arytenoid,crosses_joint,arytenoid,anatomy_textbook
Transversus arytenoid,crosses_joint,arytenoid,anatomy_textbook
Aryepiglottic,crosses_joint,aryepiglottic,anatomy_textbook
Thyroepiglottic,crosses_joint,thyroepiglottic,anatomy_textbook
Hand Metacarpal 1,part_of,upper_limb,anatomy_textbook
Hand Metacarpal 2,part_of,upper_limb,anatomy_textbook
Hand Metacarpal 3,part_of,upper_limb,anatomy_textbook
Hand Metacarpal 4,part_of,upper_limb,anatomy_textbook
Hand Metacarpal 5,part_of,upper_limb,anatomy_textbook
Hand Proximal Phalanx 1,part_of,upper_limb,anatomy_textbook
Hand Proximal Phalanx 2,part_of,upper_limb,anatomy_textbook
Hand Proximal Phalanx 3,part_of,upper_limb,anatomy_textbook
Hand Proximal Phalanx 4,part_of,upper_limb,anatomy_textbook
Hand Proximal Phalanx 5,part_of,upper_limb,anatomy_textbook
Hand Middle Phalanx 2,part_of,upper_limb,anatomy_textbook
Hand Middle Phalanx 3,part_of,upper_limb,anatomy_textbook
Hand Middle Phalanx 4,part_of,upper_limb,anatomy_textbook
Hand Middle Phalanx 5,part_of,upper_limb,anatomy_textbook
Hand Distal Phalanx 1,part_of,upper_limb,anatomy_textbook
Hand Distal Phalanx 2,part_of,upper_limb,anatomy_textbook
Hand Distal Phalanx 3,part_of,upper_limb,anatomy_textbook
Hand Distal Phalanx 4,part_of,upper_limb,anatomy_textbook
Hand Distal Phalanx 5,part_of,upper_limb,anatomy_textbook
Foot Proximal Phalanx 1,part_of,lower_limb,anatomy_textbook
Foot Proximal Phalanx 2,part_of,lower_limb,anatomy_textbook
Foot Proximal Phalanx 3,part_of,lower_limb,anatomy_textbook
Foot Proximal Phalanx 4,part_of,lower_limb,anatomy_textbook
Foot Proximal Phalanx 5,part_of,lower_limb,anatomy_textbook
Foot Middle Phalanx 1,part_of,lower_limb,anatomy_textbook
Foot Middle Phalanx 2,part_of,lower_limb,anatomy_textbook
Foot Middle Phalanx 3,part_of,lower_limb,anatomy_textbook
Foot Middle Phalanx 4,part_of,lower_limb,anatomy_textbook
Foot Middle Phalanx 5,part_of,lower_limb,anatomy_textbook
Foot Distal Phalanx 1 (Hallux),part_of,lower_limb,anatomy_textbook
Foot Distal Phalanx 2,part_of,lower_limb,anatomy_textbook
Foot Distal Phalanx 3,part_of,lower_limb,anatomy_textbook
Foot Distal Phalanx 4,part_of,lower_limb,anatomy_textbook
Foot Distal Phalanx 5,part_of,lower_limb,anatomy_textbook
Medial Cuneiform 1,part_of,lower_limb,anatomy_textbook
Medial Cuneiform 2,part_of,lower_limb,anatomy_textbook
Medial Cuneiform 3,part_of,lower_limb,anatomy_textbook
Ligamentum Nuchae,part_of,neck,anatomy_textbook
External Occipital Protuberance,part_of,head,anatomy_textbook
Acromion,part_of,upper_limb,anatomy_textbook
Iliac Crest,part_of,lower_limb,anatomy_textbook
Thyroid Cartilage,part_of,neck,anatomy_textbook
Cricoid Cartilage,part_of,neck,anatomy_textbook
Arytenoid Cartilage,part_of,neck,anatomy_textbook
Epiglottis,part_of,neck,anatomy_textbook
Hyoid Bone,part_of,neck,anatomy_textbook
Clavicle,articulates_with,Acromion,anatomy_textbook
Humerus,part_of,upper_limb,anatomy_textbook
Radius,part_of,upper_limb,anatomy_textbook
Ulna,part_of,upper_limb,anatomy_textbook
Femur,part_of,lower_limb,anatomy_textbook
Tibia,part_of,lower_limb,anatomy_textbook
Fibula,part_of,lower_limb,anatomy_textbook
Ilium,part_of,lower_limb,anatomy_textbook
Ischium,part_of,lower_limb,anatomy_textbook
Pubis,part_of,lower_limb,anatomy_textbook
